Sentence,BIO Tags
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_schedule_test,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_shared_links_customizable_columns,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_uar_details_with_messages,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_unmanaged_user_details_v1,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_user_activity_app_items,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_user_activity_migrate_out_events,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_user_details_customizable_columns,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_reports_user_statistics_customizable_columns,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_require_change_password_on_next_login,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_resolve_children_with_intents,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_resolve_denorms_c3r,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_resolve_denorms_for_get_children,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_resolve_denorms_for_get_objects,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_retire_legacy_users_pages,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sandbox_send_email_notifications_via_notifications_platform,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_search_hide_user_name_for_shared_links,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_search_scope_resources_limit,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_search_scopes_check,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_send_notification_email_when_primary_email_successfully_changed_migration,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_service_actions_remediate_risky_runmodes,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shared_links_download_stabilisation,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_classification_card_on_hover_in_all_files_view_in_web_app_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_classification_card_on_hover_in_all_files_webapp,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_classification_indicator_in_all_files_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_ethical_wall_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_login_sis_client_v3,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_malware_deep_scan_for_ms_office_file_types_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_malware_deep_scan_q1fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_monitoring_mode_for_access_policies_regarding_shared_links_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_new_classification_based_security_control_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_security_controll_restrict_sending_content_via_box_sign_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_shield_classification_report_per_enterprise_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_sis_preload,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_support_max_2gb_file_for_malware_scan,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_suspicious_location_automated_response_block_user_access_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_suspicious_location_improvements_exempt_users_groups_domains_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_suspicious_location_improvements_exempt_users_groups_domains_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shield_suspicious_location_response_action_q3fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_show_keysafe_verification,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_shuttle_export_job_reports,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_add_same_user_multiple_times_in_the_sign_workflow_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_additional_sign_fields_dropdown_and_radio_buttons_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_box_sign_for_free_personal_pro_business_starter_plans_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_bypass_bounce_suppression_q3fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_cfr_11,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_cfr11_configurable_signing_reasons_q3fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_cfr11_initials_q2fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_cfr11_signatures_q2fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_core_sign_exp_incremental_ux_improvements_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_correct_documents_q2fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_crf_part11_ga,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_custom_box_sign_branding_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_custom_expiration_date_q4fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_custom_redirect_page_for_signer_q2fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_customize_electronic_disclosure_ERSD_q1fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_dedicated_shield_policy_for_box_sign_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_dedicated_shield_policy_for_box_sign_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_docprep_keyboard_shortcuts_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_docprep_keyboard_shortcuts_q2fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_ethical_walls,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_events_api_event_details_addition_q1fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_expand_standard_fields_send_q2fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_fedramp_mod_q1fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_file_action_buttons_q4fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_file_renaming_revamp_q2fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_get_a_copy,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_mobile_improvements,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_multi_docs_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_multidocs_followup_apis_intermediate_screen_improvements_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_multiple_documents_in_single_signature_request_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_multiple_documents_in_single_signature_request_q4fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_new_filename_resolver_algorithm_q2fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_optimize_signature_q1fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_read_only_fields,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_ready_sign_links_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_recipient_groups_q2fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_recipient_security_on_templates,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_recipient_selector_q3fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_replace_file_from_device_q1fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_required_user_actions_q2fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_retain_signing_log_access_q2fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_security_dropdown,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_shared_requests_q1fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_show_placeholder_revise,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_sign_default_on_business_ent_customers,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_sign_default_on_for_all_business_plans_q3fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_signature_frame_q2fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_signing_order_revamp_q2fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_single_search,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_support_sign_embeddable_within_iframe,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_tab_based_home_q1fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_template_permissions_separation,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_templates_redesign,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sign_webhooks_for_sign_events_q2fy23,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sl_expiration_errors,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sl_on_caos_expirations,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_split_test_experiment,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sre_bulk_shared_link_for_item,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_sre_bulk_shared_obj_remove_permission,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_storclient_email_upload_notifications_disable_parity_comparison,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_storclient_email_upload_notifications_via_notifications_platform,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_storcon_keysafe_support_gcp_as_additional_keyprovider_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_tariff_enterprise_advanced_can_be_provisioned,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_transfer_and_delete_through_intents,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_unmanaged_users,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_upgrade_trial_flow,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_content_transfer_target_profile_new_endpoint,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_external_user_bulk_invite,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_external_user_enterprise_name,O
